Transaction_ID,Customer_ID,Transaction_Amount,Payment_Method,Customer_Type,Email,Region,Currency,Transaction_Date,High_Amount,Suspicious_Method,Unknown_Customer_Type,Is_Anomaly,Is_Fraud
TXN107650,CUST8650,23957.01,Debit Card,Unknown,user7650@fraudmail.com,India,INR,,False,False,True,True,False
TXN107708,CUST8708,40845.45,Credit Card,Missing,user7708@fraudmail.com,UK,INR,2024-12-05 14:00:00,False,False,True,True,False
TXN105717,CUST6717,20759.84,UPI,Missing,user5717@gmail.com,USA,GBP,,False,False,True,True,False
TXN105986,CUST6986,1347.85,Unknown,VIP,user5986@yahoo.com,India,EUR,,False,True,False,True,False
TXN105320,CUST6320,4267.07,Debit Card,Individual,user5320@gmail.com,USA,GBP,2024-12-07 01:00:00,False,False,False,False,False
TXN107310,CUST8310,30250.6,UPI,Business,user7310@tempmail.org,USA,GBP,,False,False,False,False,False
TXN100621,CUST1621,79885.31,Credit Card,Missing,user621@tempmail.org,India,USD,2024-02-02 02:00:00,True,False,True,True,True
TXN107765,CUST8765,8700.3,Debit Card,Missing,user7765@fraudmail.com,USA,INR,,False,False,True,True,False
TXN106274,CUST7274,82321.82,Credit Card,Unknown,user6274,USA,EUR,,True,False,True,True,True
TXN104994,CUST5994,13791.54,Credit Card,Individual,user4994@outlook.com,Germany,GBP,,False,False,False,False,False
TXN107998,CUST8998,44095.51,Debit Card,Missing,user7998@tempmail.org,USA,EUR,,False,False,True,True,False
TXN105303,CUST6303,4960.11,Credit Card,Missing,user5303,USA,EUR,2024-07-04 21:00:00,False,False,True,True,False
TXN107806,CUST8806,3417.75,UPI,Missing,user7806,USA,EUR,,False,False,True,True,False
TXN100910,CUST1910,6652.13,Crypto,Missing,user910@gmail.com,Germany,EUR,2024-09-03 13:00:00,False,True,True,True,True
TXN107525,CUST8525,18111.64,Net Banking,Individual,user7525@gmail.com,UK,EUR,2024-02-06 11:00:00,False,False,False,False,False
TXN105435,CUST6435,50630.4,Net Banking,Individual,user5435@fraudmail.com,Thailand,THB,,False,False,False,False,False
TXN109211,CUST10211,12327.55,Credit Card,Missing,user9211@fraudmail.com,UK,GBP,2024-09-09 09:00:00,False,False,True,True,False
TXN103969,CUST4969,3834.03,Net Banking,Missing,,India,GBP,,False,False,True,True,False
TXN100149,CUST1149,1577.65,UPI,Business,user149@outlook.com,USA,EUR,2024-05-06 19:00:00,False,False,False,False,False
TXN104853,CUST5853,45539.71,UPI,Missing,user4853@yahoo.com,USA,USD,,False,False,True,True,False
TXN105880,CUST6880,4545.14,Unknown,Missing,user5880@gmail.com,Thailand,INR,2024-08-10 19:00:00,False,True,True,True,True
TXN101090,CUST2090,69636.75,Debit Card,VIP,user1090@gmail.com,Germany,INR,2024-07-11 15:00:00,False,False,False,False,False
TXN101292,CUST2292,8175.64,Credit Card,Individual,user1292@fraudmail.com,Thailand,THB,,False,False,False,False,False
TXN103987,CUST4987,36419.55,UPI,VIP,user3987@outlook.com,India,THB,2024-02-10 15:00:00,False,False,False,False,False
TXN101381,CUST2381,2745.67,Credit Card,VIP,user1381@fraudmail.com,USA,USD,,False,False,False,False,False
TXN101923,CUST2923,16346.66,Crypto,Business,user1923@fraudmail.com,UK,INR,2024-04-04 23:00:00,False,True,False,True,False
TXN105171,CUST6171,9547.52,Credit Card,Unknown,user5171@yahoo.com,UK,EUR,2024-02-12 17:00:00,False,False,True,True,False
TXN105455,CUST6455,14167.66,Net Banking,Business,user5455@fraudmail.com,UK,GBP,2024-07-04 02:00:00,False,False,False,False,False
TXN109338,CUST10338,33770.19,Crypto,Individual,user9338@tempmail.org,Thailand,THB,2024-12-02 10:00:00,False,True,False,True,False
TXN105566,CUST6566,10662.2,Net Banking,VIP,user5566@outlook.com,UK,THB,,False,False,False,False,False
TXN101854,CUST2854,8615.87,Credit Card,Unknown,user1854@fraudmail.com,India,EUR,,False,False,True,True,False
TXN100552,CUST1552,21902.93,Crypto,Individual,user552,Thailand,THB,2024-11-11 15:00:00,False,True,False,True,False
TXN106986,CUST7986,5850.2,UPI,Individual,user6986@yahoo.com,UK,USD,2024-09-11 08:00:00,False,False,False,False,False
TXN102684,CUST3684,632.62,UPI,Unknown,user2684,USA,THB,,False,False,True,True,False
TXN105745,CUST6745,646.45,Crypto,Missing,,Thailand,USD,,False,True,True,True,True
TXN108992,CUST9992,8696.33,Crypto,Missing,,India,THB,2024-04-04 04:00:00,False,True,True,True,True
TXN109127,CUST10127,12500.06,Unknown,Unknown,user9127@fraudmail.com,UK,EUR,,False,True,True,True,True
TXN104588,CUST5588,9759.52,Net Banking,Missing,user4588@fraudmail.com,India,INR,2024-02-11 10:00:00,False,False,True,True,False
TXN105186,CUST6186,59087.84,Unknown,Missing,user5186@gmail.com,Thailand,THB,2024-10-05 20:00:00,False,True,True,True,True
TXN109876,CUST10876,399.95,UPI,Unknown,user9876,UK,INR,,False,False,True,True,False
TXN102055,CUST3055,1830.23,Credit Card,Business,user2055,Germany,INR,,False,False,False,False,False
TXN109677,CUST10677,67303.47,Credit Card,Missing,user9677@tempmail.org,USA,GBP,,False,False,True,True,False
TXN102754,CUST3754,646.11,Net Banking,Missing,user2754@tempmail.org,Thailand,GBP,2024-02-05 23:00:00,False,False,True,True,False
TXN109316,CUST10316,31872.48,Credit Card,Missing,user9316@yahoo.com,UK,EUR,,False,False,True,True,False
TXN108655,CUST9655,1618.68,Crypto,Missing,user8655@fraudmail.com,Germany,USD,,False,True,True,True,True
TXN109443,CUST10443,2192.17,Crypto,Business,user9443@outlook.com,Germany,INR,,False,True,False,True,False
TXN105794,CUST6794,5116.71,Credit Card,Individual,user5794,UK,INR,,False,False,False,False,False
TXN104078,CUST5078,21326.26,Credit Card,Individual,user4078@tempmail.org,UK,INR,2024-11-10 21:00:00,False,False,False,False,False
TXN108544,CUST9544,5407.72,Net Banking,VIP,,India,USD,,False,False,False,False,False
TXN105261,CUST6261,43046.62,UPI,Unknown,user5261@outlook.com,USA,USD,2024-01-12 04:00:00,False,False,True,True,False
TXN105061,CUST6061,249.75,UPI,Unknown,user5061@fraudmail.com,Germany,EUR,2024-11-05 09:00:00,False,False,True,True,False
TXN101611,CUST2611,22697.11,Crypto,Individual,user1611@outlook.com,Germany,EUR,2024-11-02 16:00:00,False,True,False,True,False
TXN106380,CUST7380,30683.26,Net Banking,VIP,user6380@yahoo.com,Germany,EUR,,False,False,False,False,False
TXN107475,CUST8475,18402.69,Unknown,Unknown,user7475@fraudmail.com,Thailand,THB,,False,True,True,True,True
TXN108412,CUST9412,11447.88,Debit Card,Unknown,user8412@fraudmail.com,Germany,GBP,2024-10-06 19:00:00,False,False,True,True,False
TXN101620,CUST2620,650.84,Debit Card,VIP,user1620@fraudmail.com,Germany,GBP,,False,False,False,False,False
TXN109847,CUST10847,1070.36,Credit Card,Individual,user9847@gmail.com,India,EUR,,False,False,False,False,False
TXN100161,CUST1161,2579.4,Crypto,Individual,user161@gmail.com,Germany,EUR,2024-05-02 14:00:00,False,True,False,True,False
TXN104843,CUST5843,29360.17,Crypto,Missing,user4843@fraudmail.com,Thailand,EUR,,False,True,True,True,True
TXN108346,CUST9346,1525.63,Debit Card,Unknown,user8346@gmail.com,India,THB,,False,False,True,True,False
TXN106022,CUST7022,48804.95,Net Banking,Missing,user6022@yahoo.com,UK,INR,,False,False,True,True,False
TXN102381,CUST3381,6728.06,Crypto,Missing,user2381@outlook.com,USA,EUR,,False,True,True,True,True
TXN102613,CUST3613,2160.62,UPI,Individual,user2613@tempmail.org,USA,USD,2024-09-02 10:00:00,False,False,False,False,False
TXN109079,CUST10079,7479.29,Debit Card,Missing,user9079@tempmail.org,USA,EUR,,False,False,True,True,False
TXN109660,CUST10660,28663.48,Crypto,Missing,user9660@outlook.com,Germany,GBP,2024-02-03 13:00:00,False,True,True,True,True
TXN108832,CUST9832,35942.94,Unknown,Missing,user8832@outlook.com,USA,INR,,False,True,True,True,True
TXN102188,CUST3188,12272.12,Credit Card,Unknown,user2188,UK,EUR,,False,False,True,True,False
TXN108456,CUST9456,60536.14,Debit Card,Missing,user8456@gmail.com,Thailand,EUR,,False,False,True,True,False
TXN109734,CUST10734,18715.66,Crypto,Business,user9734@fraudmail.com,Thailand,EUR,,False,True,False,True,False
TXN109075,CUST10075,4580.54,Debit Card,Missing,user9075@tempmail.org,UK,GBP,,False,False,True,True,False
TXN101517,CUST2517,4072.93,Debit Card,Missing,user1517@gmail.com,Germany,EUR,,False,False,True,True,False
TXN100762,CUST1762,1814.86,UPI,Missing,user762@outlook.com,Thailand,EUR,2024-04-06 15:00:00,False,False,True,True,False
TXN108481,CUST9481,4403.12,Unknown,Missing,user8481@outlook.com,USA,EUR,2024-03-10 21:00:00,False,True,True,True,True
TXN108587,CUST9587,20067.02,Net Banking,Unknown,user8587@fraudmail.com,USA,GBP,2024-06-04 12:00:00,False,False,True,True,False
TXN106639,CUST7639,1034.65,Net Banking,Missing,user6639@gmail.com,UK,INR,,False,False,True,True,False
TXN108250,CUST9250,24387.05,Credit Card,Missing,user8250,Thailand,THB,2024-02-03 08:00:00,False,False,True,True,False
TXN105112,CUST6112,13579.99,Debit Card,Missing,user5112@fraudmail.com,Thailand,GBP,,False,False,True,True,False
TXN100369,CUST1369,7881.82,Debit Card,Individual,user369@fraudmail.com,USA,USD,,False,False,False,False,False
TXN101690,CUST2690,49903.5,UPI,Missing,user1690@gmail.com,Thailand,USD,,False,False,True,True,False
TXN101662,CUST2662,3457.52,Unknown,Business,user1662@yahoo.com,UK,THB,,False,True,False,True,False
TXN104139,CUST5139,20858.78,Net Banking,Individual,user4139,Thailand,EUR,2024-09-08 09:00:00,False,False,False,False,False
TXN105779,CUST6779,18611.61,Net Banking,Unknown,user5779@fraudmail.com,Thailand,THB,,False,False,True,True,False
TXN104833,CUST5833,14276.26,Unknown,Missing,user4833@yahoo.com,Thailand,EUR,2024-02-11 05:00:00,False,True,True,True,True
TXN108527,CUST9527,4941.2,Net Banking,VIP,user8527@yahoo.com,Germany,GBP,,False,False,False,False,False
TXN106310,CUST7310,6392.66,Credit Card,Business,user6310,Thailand,INR,,False,False,False,False,False
TXN103113,CUST4113,6160.18,Net Banking,Individual,user3113@gmail.com,India,THB,,False,False,False,False,False
TXN102531,CUST3531,11407.63,Credit Card,Business,,Germany,USD,,False,False,False,False,False
TXN102321,CUST3321,1615.43,Credit Card,Unknown,user2321@gmail.com,Germany,EUR,,False,False,True,True,False
TXN100738,CUST1738,20586.17,Credit Card,Missing,user738,USA,EUR,,False,False,True,True,False
TXN105946,CUST6946,9009.02,UPI,Individual,user5946@gmail.com,India,EUR,2024-08-08 05:00:00,False,False,False,False,False
TXN103530,CUST4530,5483.78,Credit Card,Missing,user3530@outlook.com,USA,GBP,,False,False,True,True,False
TXN106855,CUST7855,20248.03,Crypto,Individual,user6855@outlook.com,UK,INR,,False,True,False,True,False
TXN102214,CUST3214,9174.25,Credit Card,Unknown,user2214@yahoo.com,India,THB,,False,False,True,True,False
TXN108468,CUST9468,8289.49,Credit Card,Unknown,user8468@tempmail.org,India,THB,2024-09-07 18:00:00,False,False,True,True,False
TXN104625,CUST5625,8217.01,Credit Card,Missing,user4625@yahoo.com,Germany,GBP,,False,False,True,True,False
TXN100300,CUST1300,12605.09,Credit Card,VIP,user300@fraudmail.com,UK,THB,2024-03-12 08:00:00,False,False,False,False,False
TXN107597,CUST8597,1669.02,Crypto,VIP,user7597@yahoo.com,India,EUR,,False,True,False,True,False
TXN107842,CUST8842,9518.01,Unknown,Unknown,user7842@tempmail.org,UK,USD,2024-10-04 21:00:00,False,True,True,True,True
TXN109187,CUST10187,21946.36,Crypto,Business,user9187@tempmail.org,Thailand,THB,,False,True,False,True,False
TXN107071,CUST8071,12206.86,Net Banking,Missing,user7071@yahoo.com,Thailand,INR,,False,False,True,True,False
TXN106518,CUST7518,4014.94,UPI,Unknown,user6518@tempmail.org,Germany,USD,2024-03-07 23:00:00,False,False,True,True,False
TXN104096,CUST5096,29195.38,Credit Card,VIP,user4096@gmail.com,UK,INR,,False,False,False,False,False
TXN100866,CUST1866,23400.17,Debit Card,Business,user866,India,INR,,False,False,False,False,False
TXN108582,CUST9582,15149.56,Credit Card,Business,user8582@fraudmail.com,Thailand,INR,2024-11-02 10:00:00,False,False,False,False,False
TXN106210,CUST7210,33896.67,Unknown,VIP,user6210@gmail.com,UK,THB,2024-01-11 19:00:00,False,True,False,True,False
TXN109498,CUST10498,4796.14,Debit Card,Unknown,user9498,Germany,INR,,False,False,True,True,False
TXN102219,CUST3219,4464.54,Crypto,Business,user2219@outlook.com,Thailand,GBP,,False,True,False,True,False
TXN100085,CUST1085,28899.18,UPI,Individual,user85@yahoo.com,Germany,INR,,False,False,False,False,False
TXN103965,CUST4965,53855.06,Net Banking,Individual,user3965@yahoo.com,Germany,EUR,,False,False,False,False,False
TXN101337,CUST2337,12279.58,Unknown,Missing,user1337,India,INR,2024-02-01 14:00:00,False,True,True,True,True
TXN107364,CUST8364,33539.99,Net Banking,Unknown,user7364@fraudmail.com,Germany,INR,2024-11-10 21:00:00,False,False,True,True,False
TXN101663,CUST2663,51196.42,Crypto,Business,user1663@outlook.com,India,GBP,,False,True,False,True,False
TXN100190,CUST1190,1997.43,Net Banking,Individual,user190@fraudmail.com,Germany,THB,,False,False,False,False,False
TXN105754,CUST6754,32386.13,UPI,Individual,user5754@yahoo.com,UK,GBP,,False,False,False,False,False
TXN105911,CUST6911,10413.47,UPI,Missing,user5911@gmail.com,India,USD,,False,False,True,True,False
TXN103166,CUST4166,11271.08,Unknown,Business,user3166@yahoo.com,USA,THB,2024-02-04 22:00:00,False,True,False,True,False
TXN107263,CUST8263,5004.35,UPI,VIP,user7263@gmail.com,UK,USD,,False,False,False,False,False
TXN109416,CUST10416,3530.22,Net Banking,Missing,user9416@yahoo.com,India,GBP,,False,False,True,True,False
TXN100301,CUST1301,10357.68,Unknown,Missing,user301,Germany,GBP,2024-11-11 00:00:00,False,True,True,True,True
TXN103444,CUST4444,31530.98,UPI,Business,user3444@yahoo.com,India,INR,,False,False,False,False,False
TXN107648,CUST8648,1650.82,Unknown,Missing,user7648@tempmail.org,UK,INR,,False,True,True,True,True
TXN103376,CUST4376,19237.02,Crypto,VIP,user3376@yahoo.com,India,INR,,False,True,False,True,False
TXN102662,CUST3662,9332.04,Net Banking,Missing,user2662@tempmail.org,UK,EUR,2024-06-07 06:00:00,False,False,True,True,False
TXN105569,CUST6569,18144.63,Credit Card,Unknown,user5569@fraudmail.com,UK,USD,,False,False,True,True,False
TXN105152,CUST6152,38254.58,Unknown,Business,user5152@yahoo.com,USA,GBP,,False,True,False,True,False
TXN105510,CUST6510,34815.52,Unknown,Missing,user5510@yahoo.com,USA,THB,2024-01-06 11:00:00,False,True,True,True,True
TXN106252,CUST7252,4128.72,UPI,Missing,user6252@outlook.com,UK,GBP,,False,False,True,True,False
TXN109368,CUST10368,38696.37,Debit Card,Individual,user9368@outlook.com,India,GBP,2024-03-02 06:00:00,False,False,False,False,False
TXN101476,CUST2476,5286.23,Debit Card,Business,user1476,India,THB,,False,False,False,False,False
TXN103752,CUST4752,24583.21,Crypto,Missing,user3752@outlook.com,UK,THB,2024-05-11 15:00:00,False,True,True,True,True
TXN109152,CUST10152,66968.26,Net Banking,Individual,user9152@fraudmail.com,USA,INR,,False,False,False,False,False
TXN104467,CUST5467,23894.95,Unknown,Missing,user4467@gmail.com,India,USD,2024-12-12 16:00:00,False,True,True,True,True
TXN100985,CUST1985,30512.23,Debit Card,Missing,user985@fraudmail.com,USA,EUR,2024-04-02 16:00:00,False,False,True,True,False
TXN103477,CUST4477,11246.53,UPI,Business,user3477@fraudmail.com,Germany,THB,,False,False,False,False,False
TXN100304,CUST1304,37978.08,UPI,Missing,user304,Thailand,THB,,False,False,True,True,False
TXN108834,CUST9834,19418.2,Credit Card,Individual,user8834@fraudmail.com,Thailand,GBP,,False,False,False,False,False
TXN102386,CUST3386,2499.29,Credit Card,Business,user2386@tempmail.org,Thailand,GBP,,False,False,False,False,False
TXN105647,CUST6647,33379.37,Crypto,VIP,user5647@tempmail.org,Germany,EUR,,False,True,False,True,False
TXN109463,CUST10463,49722.35,Net Banking,Business,user9463@fraudmail.com,UK,THB,,False,False,False,False,False
TXN100044,CUST1044,24440.2,UPI,Missing,,USA,GBP,2024-02-02 07:00:00,False,False,True,True,False
TXN107123,CUST8123,17878.61,Unknown,Unknown,user7123@fraudmail.com,India,EUR,,False,True,True,True,True
TXN104835,CUST5835,17851.67,Credit Card,Individual,user4835@tempmail.org,UK,INR,,False,False,False,False,False
TXN101119,CUST2119,7037.18,Net Banking,Business,user1119@yahoo.com,USA,INR,,False,False,False,False,False
TXN105704,CUST6704,653.17,Crypto,Individual,user5704@gmail.com,Germany,INR,,False,True,False,True,False
TXN109149,CUST10149,23679.43,UPI,Business,user9149@tempmail.org,USA,USD,2024-05-05 17:00:00,False,False,False,False,False
TXN101449,CUST2449,4116.74,Credit Card,VIP,user1449@outlook.com,India,EUR,,False,False,False,False,False
TXN109458,CUST10458,4405.06,Net Banking,Missing,user9458@tempmail.org,USA,USD,,False,False,True,True,False
TXN102192,CUST3192,14434.51,Unknown,Individual,user2192@fraudmail.com,USA,GBP,,False,True,False,True,False
TXN109990,CUST10990,10213.47,Credit Card,Individual,user9990@gmail.com,Germany,THB,,False,False,False,False,False
TXN104083,CUST5083,55621.49,Credit Card,Missing,user4083@fraudmail.com,Thailand,GBP,,False,False,True,True,False
TXN106733,CUST7733,26659.24,UPI,Missing,user6733,Germany,INR,,False,False,True,True,False
TXN108905,CUST9905,395.96,UPI,VIP,,Germany,THB,2024-02-02 16:00:00,False,False,False,False,False
TXN101139,CUST2139,20.46,Debit Card,Unknown,user1139@tempmail.org,India,INR,,False,False,True,True,False
TXN108960,CUST9960,3784.34,Net Banking,Individual,user8960@gmail.com,Thailand,INR,2024-11-11 05:00:00,False,False,False,False,False
TXN105812,CUST6812,11633.36,Unknown,Unknown,user5812@fraudmail.com,Thailand,EUR,,False,True,True,True,True
TXN104486,CUST5486,6090.05,Credit Card,Unknown,user4486@yahoo.com,Germany,GBP,,False,False,True,True,False
TXN103578,CUST4578,3035.86,Crypto,Unknown,user3578@outlook.com,USA,THB,,False,True,True,True,True
TXN101287,CUST2287,22797.62,Net Banking,Business,user1287,USA,INR,,False,False,False,False,False
TXN105257,CUST6257,6104.37,Debit Card,Missing,user5257@gmail.com,Germany,INR,,False,False,True,True,False
TXN106801,CUST7801,1261.22,Net Banking,VIP,user6801@gmail.com,Thailand,THB,2024-02-02 11:00:00,False,False,False,False,False
TXN103498,CUST4498,12807.83,Debit Card,Business,user3498@tempmail.org,India,GBP,2024-03-06 04:00:00,False,False,False,False,False
TXN106261,CUST7261,45132.9,Crypto,Unknown,user6261@yahoo.com,USA,USD,2024-06-07 04:00:00,False,True,True,True,True
TXN104915,CUST5915,18262.67,Credit Card,Missing,user4915@outlook.com,Germany,EUR,,False,False,True,True,False
TXN109438,CUST10438,12529.02,Unknown,Unknown,user9438@outlook.com,India,THB,,False,True,True,True,True
TXN105609,CUST6609,22405.76,Crypto,Unknown,user5609@yahoo.com,USA,USD,,False,True,True,True,True
TXN102910,CUST3910,3701.84,Credit Card,Missing,user2910@yahoo.com,USA,EUR,,False,False,True,True,False
TXN104768,CUST5768,19899.24,UPI,Business,user4768@tempmail.org,Thailand,INR,2024-08-09 16:00:00,False,False,False,False,False
TXN104781,CUST5781,16046.06,Credit Card,Missing,user4781@gmail.com,USA,INR,,False,False,True,True,False
TXN105869,CUST6869,16402.12,Debit Card,Business,user5869@tempmail.org,Thailand,USD,,False,False,False,False,False
TXN102731,CUST3731,12252.84,Credit Card,Unknown,user2731@fraudmail.com,UK,USD,,False,False,True,True,False
TXN104307,CUST5307,9389.61,Crypto,VIP,user4307,UK,INR,,False,True,False,True,False
TXN106160,CUST7160,16573.79,UPI,Unknown,user6160@fraudmail.com,Thailand,GBP,,False,False,True,True,False
TXN104017,CUST5017,21086.87,Crypto,Missing,user4017@yahoo.com,Germany,THB,2024-07-04 13:00:00,False,True,True,True,True
TXN108000,CUST9000,25292.77,Credit Card,Individual,,Germany,EUR,,False,False,False,False,False
TXN102477,CUST3477,21561.2,Unknown,Unknown,user2477@gmail.com,USA,GBP,,False,True,True,True,True
TXN101254,CUST2254,117757.99,Net Banking,Missing,user1254@fraudmail.com,Thailand,INR,2024-09-02 18:00:00,True,False,True,True,True
TXN108483,CUST9483,2730.2,Net Banking,Unknown,user8483@yahoo.com,UK,THB,,False,False,True,True,False
TXN101057,CUST2057,8258.42,Unknown,VIP,user1057@outlook.com,UK,EUR,2024-01-12 01:00:00,False,True,False,True,False
TXN104511,CUST5511,20347.46,UPI,VIP,user4511@gmail.com,India,THB,2024-02-05 21:00:00,False,False,False,False,False
TXN105829,CUST6829,31211.2,Net Banking,Missing,user5829@outlook.com,Germany,EUR,,False,False,True,True,False
TXN104857,CUST5857,8587.45,Unknown,Business,user4857@gmail.com,India,USD,,False,True,False,True,False
TXN104779,CUST5779,843.71,UPI,Missing,user4779,Germany,INR,,False,False,True,True,False
TXN103710,CUST4710,33392.67,UPI,Missing,user3710@fraudmail.com,UK,INR,2024-03-08 02:00:00,False,False,True,True,False
TXN103411,CUST4411,3785.69,Crypto,Unknown,,Thailand,EUR,2024-07-04 02:00:00,False,True,True,True,True
TXN102629,CUST3629,49512.75,Crypto,VIP,user2629@gmail.com,Germany,GBP,2024-12-05 02:00:00,False,True,False,True,False
TXN109374,CUST10374,29151.8,Net Banking,Missing,user9374@tempmail.org,USA,EUR,2024-07-05 17:00:00,False,False,True,True,False
TXN103915,CUST4915,6503.87,Crypto,Business,user3915@outlook.com,USA,EUR,,False,True,False,True,False
TXN101534,CUST2534,2044.3,Unknown,VIP,user1534@fraudmail.com,Thailand,INR,,False,True,False,True,False
TXN106727,CUST7727,9796.35,Crypto,Unknown,user6727@outlook.com,Thailand,GBP,,False,True,True,True,True
TXN101072,CUST2072,11398.19,Crypto,Individual,,USA,GBP,2024-04-09 13:00:00,False,True,False,True,False
TXN100836,CUST1836,43819.08,Debit Card,Individual,user836@outlook.com,Thailand,INR,,False,False,False,False,False
TXN100248,CUST1248,30862.98,Credit Card,Missing,user248@yahoo.com,Thailand,GBP,,False,False,True,True,False
TXN109771,CUST10771,94530.43,Net Banking,Missing,user9771,USA,EUR,2024-05-08 04:00:00,True,False,True,True,True
TXN103024,CUST4024,23326.33,Credit Card,Unknown,user3024@gmail.com,USA,USD,,False,False,True,True,False
TXN107433,CUST8433,1568.6,UPI,Missing,user7433@yahoo.com,USA,GBP,,False,False,True,True,False
TXN106864,CUST7864,17438.8,Credit Card,Business,user6864@outlook.com,Thailand,THB,,False,False,False,False,False
TXN102255,CUST3255,8422.96,Net Banking,Business,user2255@tempmail.org,Thailand,EUR,2024-11-01 18:00:00,False,False,False,False,False
TXN106780,CUST7780,34050.58,UPI,Unknown,user6780@yahoo.com,UK,EUR,2024-09-06 05:00:00,False,False,True,True,False
TXN109859,CUST10859,999.46,Net Banking,Missing,user9859@tempmail.org,India,GBP,2024-04-10 07:00:00,False,False,True,True,False
TXN102715,CUST3715,22032.77,Credit Card,Missing,user2715@outlook.com,USA,GBP,,False,False,True,True,False
TXN107652,CUST8652,11904.26,Credit Card,VIP,user7652,UK,INR,,False,False,False,False,False
TXN105391,CUST6391,17558.3,Credit Card,Missing,user5391@outlook.com,Germany,EUR,,False,False,True,True,False
TXN108194,CUST9194,18021.95,Unknown,Individual,user8194@fraudmail.com,UK,GBP,,False,True,False,True,False
TXN104286,CUST5286,18628.6,Unknown,Business,user4286@yahoo.com,Thailand,THB,,False,True,False,True,False
TXN108354,CUST9354,39578.87,Debit Card,Missing,user8354@outlook.com,UK,INR,,False,False,True,True,False
TXN103870,CUST4870,8655.03,Crypto,VIP,user3870@yahoo.com,Thailand,EUR,,False,True,False,True,False
TXN105306,CUST6306,75382.29,Crypto,Missing,user5306@tempmail.org,USA,EUR,,True,True,True,True,True
TXN105867,CUST6867,29198.65,Crypto,Missing,user5867@fraudmail.com,Germany,GBP,,False,True,True,True,True
TXN109140,CUST10140,568.38,Debit Card,Missing,user9140@gmail.com,USA,THB,,False,False,True,True,False
TXN108531,CUST9531,17019.11,Debit Card,Missing,user8531,Germany,EUR,2024-05-04 07:00:00,False,False,True,True,False
TXN104795,CUST5795,316.39,Unknown,Missing,user4795@outlook.com,USA,USD,,False,True,True,True,True
TXN101176,CUST2176,36146.75,Net Banking,Business,user1176@outlook.com,Thailand,USD,2024-03-10 16:00:00,False,False,False,False,False
TXN105764,CUST6764,5091.62,Net Banking,Individual,user5764@outlook.com,Thailand,USD,2024-09-01 11:00:00,False,False,False,False,False
TXN108685,CUST9685,55201.68,Net Banking,Individual,user8685@yahoo.com,Germany,GBP,2024-03-02 01:00:00,False,False,False,False,False
TXN102011,CUST3011,266.39,Crypto,Individual,user2011@fraudmail.com,UK,INR,2024-09-03 21:00:00,False,True,False,True,False
TXN107563,CUST8563,16460.27,Crypto,Missing,user7563@fraudmail.com,UK,GBP,,False,True,True,True,True
TXN101913,CUST2913,23850.58,Credit Card,Unknown,user1913,USA,GBP,,False,False,True,True,False
TXN108571,CUST9571,31187.28,Unknown,Missing,user8571@yahoo.com,UK,USD,,False,True,True,True,True
TXN103618,CUST4618,7860.61,Credit Card,VIP,,India,INR,,False,False,False,False,False
TXN100944,CUST1944,21948.47,Credit Card,Individual,user944@tempmail.org,USA,GBP,,False,False,False,False,False
TXN107779,CUST8779,910.8,UPI,VIP,user7779@gmail.com,UK,GBP,,False,False,False,False,False
TXN101909,CUST2909,6735.22,Unknown,Unknown,user1909@yahoo.com,India,USD,,False,True,True,True,True
TXN102769,CUST3769,658.22,UPI,VIP,user2769@outlook.com,India,USD,2024-07-11 16:00:00,False,False,False,False,False
TXN109511,CUST10511,14053.39,Net Banking,VIP,user9511@gmail.com,USA,INR,2024-11-07 13:00:00,False,False,False,False,False
TXN109126,CUST10126,1771.28,Net Banking,Individual,user9126@outlook.com,Thailand,USD,2024-01-08 22:00:00,False,False,False,False,False
TXN104737,CUST5737,20133.64,Unknown,Business,user4737@gmail.com,Thailand,USD,2024-05-10 09:00:00,False,True,False,True,False
TXN105890,CUST6890,192.65,Net Banking,Individual,user5890@yahoo.com,Thailand,INR,2024-08-06 16:00:00,False,False,False,False,False
TXN107953,CUST8953,21387.38,Credit Card,VIP,user7953@fraudmail.com,UK,EUR,,False,False,False,False,False
TXN102919,CUST3919,8786.96,Net Banking,Missing,user2919@tempmail.org,Thailand,THB,2024-03-07 10:00:00,False,False,True,True,False
TXN104335,CUST5335,8779.91,Credit Card,VIP,user4335,USA,INR,,False,False,False,False,False
TXN108680,CUST9680,18215.34,Net Banking,Missing,user8680@gmail.com,Germany,INR,2024-08-11 19:00:00,False,False,True,True,False
TXN103438,CUST4438,392.53,Net Banking,Individual,user3438@gmail.com,India,EUR,2024-10-10 23:00:00,False,False,False,False,False
TXN102058,CUST3058,2994.59,Net Banking,Missing,user2058@outlook.com,UK,THB,2024-12-02 05:00:00,False,False,True,True,False
TXN102269,CUST3269,13684.72,Net Banking,Individual,user2269@gmail.com,USA,THB,2024-03-09 02:00:00,False,False,False,False,False
TXN108826,CUST9826,1302.91,Crypto,Missing,user8826@gmail.com,USA,USD,,False,True,True,True,True
TXN107972,CUST8972,6204.46,Debit Card,Missing,user7972@fraudmail.com,Germany,EUR,2024-04-11 08:00:00,False,False,True,True,False
TXN105329,CUST6329,27873.12,Unknown,VIP,user5329@yahoo.com,Germany,GBP,2024-05-03 01:00:00,False,True,False,True,False
TXN107872,CUST8872,5006.49,Net Banking,Missing,user7872@fraudmail.com,USA,GBP,2024-03-07 15:00:00,False,False,True,True,False
