Transaction_ID,Customer_ID,Transaction_Amount,Payment_Method,Customer_Type,Email,Region,Currency,Transaction_Date
TXN101356,CUST2356,5996.15,Crypto,,user1356@fraudmail.com,UK,USD,2024-05-29 22:00:00
TXN106548,CUST7548,7905.26,Debit Card,,user6548@yahoo.com,Germany,INR,2024-04-21 17:00:00
TXN108758,CUST9758,29150.19,Net Banking,,user8758@fraudmail.com,Thailand,INR,2024-01-12 00:00:00
TXN101421,CUST2421,18520.66,Debit Card,,user1421@fraudmail.com,Thailand,THB,2024-10-19 06:00:00
TXN103733,CUST4733,4655.9,Crypto,Unknown,user3733@fraudmail.com,Thailand,INR,2024-07-28 05:00:00
TXN107308,CUST8308,22398.68,Debit Card,Unknown,user7308@yahoo.com,Thailand,GBP,2024-02-07 01:00:00
TXN107875,CUST8875,7306.11,Net Banking,,user7875@tempmail.org,Germany,INR,2024-06-07 19:00:00
TXN108517,CUST9517,60981.29,Debit Card, ,user8517@tempmail.org,USA,INR,2024-04-21 06:00:00
TXN107156,CUST8156,17410.2,Credit Card,,user7156@outlook.com,UK,EUR,2024-12-08 07:00:00
TXN104849,CUST5849,24090.11,Credit Card,,user4849@fraudmail.com,India,THB,2024-03-04 02:00:00
TXN103855,CUST4855,15400.96,Net Banking,,user3855@outlook.com,USA,INR,2024-03-01 05:00:00
TXN101403,CUST2403,45632.8,Net Banking,,user1403,India,GBP,2024-06-23 21:00:00
TXN102727,CUST3727,27922.21,UPI,Individual,user2727@yahoo.com,UK,USD,2024-07-23 01:00:00
TXN101963,CUST2963,5642.97,Unknown, ,user1963@gmail.com,USA,THB,2024-06-27 13:00:00
TXN105784,CUST6784,2944.0,UPI,,user5784@fraudmail.com,Germany,THB,2024-01-18 10:00:00
TXN106436,CUST7436,36258.63,UPI,,user6436@outlook.com,Thailand,USD,2024-06-23 20:00:00
TXN101675,CUST2675,47309.95,Credit Card,,user1675@yahoo.com,Thailand,INR,2024-08-08 11:00:00
TXN106957,CUST7957,1316.45,Debit Card,VIP,user6957@yahoo.com,Germany,THB,2024-07-22 07:00:00
TXN103669,CUST4669,50806.31,Net Banking,VIP,user3669@yahoo.com,UK,THB,2024-08-12 19:00:00
TXN108953,CUST9953,12770.72,Net Banking,VIP,user8953@outlook.com,UK,INR,2024-01-03 23:00:00
TXN109387,CUST10387,16180.4,Crypto,Individual,user9387@gmail.com,USA,EUR,2024-04-17 14:00:00
TXN104896,CUST5896,6197.46,Crypto,Individual,user4896@fraudmail.com,India,GBP,2024-01-31 14:00:00
TXN100882,CUST1882,22787.34,Net Banking,,user882@yahoo.com,Thailand,THB,2024-03-29 04:00:00
TXN101903,CUST2903,36019.47,Unknown,Unknown,user1903@yahoo.com,USA,INR,2024-07-15 15:00:00
TXN106061,CUST7061,31270.77,Credit Card,VIP,user6061@gmail.com,India,THB,2024-07-15 05:00:00
TXN101709,CUST2709,45151.52,UPI,,user1709@tempmail.org,Thailand,GBP,2024-10-04 04:00:00
TXN103684,CUST4684,54640.24,Crypto,Unknown,user3684@yahoo.com,India,THB,2024-05-27 11:00:00
TXN103555,CUST4555,10215.18,Crypto,Business,user3555@fraudmail.com,USA,GBP,2024-09-26 01:00:00
TXN100156,CUST1156,25572.24,Debit Card,Business,user156@gmail.com,UK,EUR,2024-10-30 08:00:00
TXN105907,CUST6907,4275.63,Debit Card,VIP,user5907@fraudmail.com,India,INR,2024-08-24 02:00:00
TXN104731,CUST5731,16054.83,Credit Card,VIP, ,USA,GBP,2024-10-23 12:00:00
TXN106546,CUST7546,7131.88,Unknown,Business,user6546@fraudmail.com,UK,USD,2024-10-16 21:00:00
TXN108325,CUST9325,12036.47,UPI,Individual,user8325@outlook.com,Germany,INR,2024-08-02 01:00:00
TXN104189,CUST5189,24266.62,Credit Card,VIP,user4189@gmail.com,Germany,GBP,2024-02-20 16:00:00
TXN100342,CUST1342,13024.13,UPI,VIP,,Germany,EUR,2024-10-19 19:00:00
TXN100636,CUST1636,2895.84,Credit Card,Individual,user636@tempmail.org,Germany,USD,2024-10-13 17:00:00
TXN105603,CUST6603,7885.62,Net Banking,Unknown,user5603@tempmail.org,Germany,THB,2024-08-22 13:00:00
TXN103163,CUST4163,22649.2,Unknown,,user3163@outlook.com,India,INR,2024-12-30 16:00:00
TXN102924,CUST3924,669.22,Unknown,Unknown,user2924,Thailand,EUR,2024-08-10 17:00:00
TXN102931,CUST3931,1997.85,Crypto,Unknown,user2931@gmail.com,India,GBP,2024-12-23 16:00:00
TXN106690,CUST7690,64393.79,Net Banking,VIP,user6690@fraudmail.com,UK,INR,2024-10-01 22:00:00
TXN105286,CUST6286,2483.01,UPI,Business,user5286@gmail.com,UK,GBP,2024-11-23 05:00:00
TXN109490,CUST10490,20727.85,Net Banking,Individual,user9490@tempmail.org,Germany,USD,2024-06-30 05:00:00
TXN103957,CUST4957,15666.62,Unknown,Business,user3957@fraudmail.com,USA,THB,2024-03-19 02:00:00
TXN101017,CUST2017,7153.2,Crypto,,user1017@gmail.com,UK,GBP,2024-09-08 11:00:00
TXN103097,CUST4097,23133.68,Unknown,,user3097@yahoo.com,Germany,GBP,2024-08-14 21:00:00
TXN105227,CUST6227,20720.47,UPI,,user5227@fraudmail.com,Thailand,INR,2024-12-12 17:00:00
TXN105381,CUST6381,9956.21,Unknown, ,user5381@outlook.com,India,USD,2024-05-19 06:00:00
TXN102730,CUST3730,20576.87,Credit Card,VIP,user2730@outlook.com,UK,INR,2024-12-24 13:00:00
TXN104653,CUST5653,17566.49,Net Banking,Individual,user4653,USA,GBP,2024-09-30 07:00:00
TXN101958,CUST2958,42664.35,Net Banking,,user1958@fraudmail.com,Thailand,GBP,2024-04-09 00:00:00
TXN100639,CUST1639,16839.95,Net Banking,Individual,user639@fraudmail.com,UK,THB,2024-11-30 01:00:00
TXN100219,CUST1219,26144.2,Net Banking,Unknown,user219,USA,GBP,2024-07-06 11:00:00
TXN108583,CUST9583,56878.55,UPI,Unknown,user8583@outlook.com,UK,USD,2024-09-30 02:00:00
TXN102373,CUST3373,6632.08,Crypto,,user2373@tempmail.org,USA,USD,2024-02-08 21:00:00
TXN101856,CUST2856,5109.65,Debit Card,,user1856,USA,GBP,2024-12-23 23:00:00
TXN106698,CUST7698,7846.18,Net Banking,,user6698,USA,THB,2024-04-02 12:00:00
TXN108277,CUST9277,53647.69,Credit Card,Unknown,user8277@fraudmail.com,Thailand,GBP,2024-01-21 22:00:00
TXN103887,CUST4887,3323.51,Credit Card,Unknown,user3887,India,GBP,2024-01-15 00:00:00
TXN100288,CUST1288,4149.11,Credit Card,Business,user288,India,USD,2024-08-14 18:00:00
TXN102452,CUST3452,40575.95,UPI,,user2452,India,THB,2024-08-16 10:00:00
TXN109815,CUST10815,45447.83,Crypto,Business,user9815@fraudmail.com,India,USD,2024-10-24 14:00:00
TXN108547,CUST9547,13743.29,Crypto,Individual,user8547@outlook.com,Germany,INR,2024-06-30 06:00:00
TXN107314,CUST8314,18213.34,UPI,VIP,user7314@tempmail.org,Thailand,GBP,2024-11-29 13:00:00
TXN104047,CUST5047,31311.28,Crypto,,user4047@yahoo.com,India,GBP,2024-01-13 22:00:00
TXN108880,CUST9880,12484.84,Debit Card,,user8880@outlook.com,India,THB,2024-11-15 19:00:00
TXN106154,CUST7154,27773.73,UPI,Unknown,user6154,Thailand,THB,2024-03-02 23:00:00
TXN103867,CUST4867,16124.59,Debit Card,,user3867@fraudmail.com,India,INR,2024-04-05 14:00:00
TXN109729,CUST10729,59233.83,Crypto,,user9729@tempmail.org,USA,THB,2024-04-12 12:00:00
TXN105087,CUST6087,82112.79,Credit Card,Individual,user5087@tempmail.org,USA,INR,2024-06-06 11:00:00
TXN104013,CUST5013,8539.63,UPI,Business,user4013@gmail.com,UK,EUR,2024-08-19 08:00:00
TXN100103,CUST1103,7286.25,Unknown,,user103@yahoo.com,UK,EUR,2024-10-14 22:00:00
TXN100555,CUST1555,20642.37,Credit Card,,user555@gmail.com,Thailand,INR,2024-10-11 03:00:00
TXN105858,CUST6858,9786.26,Debit Card,,user5858@tempmail.org,USA,THB,2024-04-04 05:00:00
TXN100883,CUST1883,1793.05,UPI,,user883@yahoo.com,Germany,THB,2024-08-28 19:00:00
TXN102674,CUST3674,11210.75,Credit Card,Business,user2674@outlook.com,Thailand,USD,2024-04-27 11:00:00
TXN103400,CUST4400,7611.4,UPI,,user3400@yahoo.com,UK,EUR,2024-07-31 15:00:00
TXN105879,CUST6879,938.35,Credit Card,,user5879@gmail.com,USA,USD,2024-05-10 07:00:00
TXN102473,CUST3473,24909.21,Net Banking,Business,user2473@yahoo.com,USA,USD,2024-05-17 23:00:00
TXN103266,CUST4266,2077.92,Unknown,Unknown,user3266@gmail.com,Thailand,EUR,2024-06-07 10:00:00
TXN104944,CUST5944,7124.69,Net Banking,,user4944@yahoo.com,USA,GBP,2024-05-13 05:00:00
TXN103518,CUST4518,18348.61,Unknown,Unknown,,UK,GBP,2024-12-23 07:00:00
TXN104131,CUST5131,4640.46,Crypto,VIP,user4131,India,USD,2024-03-22 12:00:00
TXN105937,CUST6937,61043.04,UPI,Business,user5937,USA,GBP,2024-03-19 03:00:00
TXN109044,CUST10044,23232.57,Credit Card,,user9044@yahoo.com,India,THB,2024-08-09 11:00:00
TXN103920,CUST4920,18485.89,Crypto,,user3920@yahoo.com,USA,USD,2024-01-06 22:00:00
TXN108007,CUST9007,3175.69,Debit Card,,user8007@yahoo.com,USA,GBP,2024-07-14 04:00:00
TXN102702,CUST3702,5091.76,Unknown,Unknown,user2702,UK,INR,2024-03-24 07:00:00
TXN108841,CUST9841,47683.37,Crypto,VIP,user8841,Thailand,EUR,2024-01-12 03:00:00
TXN100424,CUST1424,11192.08,UPI,Business,user424@tempmail.org,Thailand,EUR,2024-08-27 09:00:00
TXN105991,CUST6991,20035.38,Crypto,VIP,user5991@gmail.com,Germany,EUR,2024-03-19 21:00:00
TXN106586,CUST7586,2657.85,Unknown,Individual,user6586@gmail.com,Thailand,INR,2024-01-03 10:00:00
TXN107663,CUST8663,14977.84,Crypto,,user7663@tempmail.org,USA,USD,2024-06-14 00:00:00
TXN102505,CUST3505,5020.45,Net Banking,Unknown,user2505@tempmail.org,Thailand,GBP,2024-04-14 01:00:00
TXN107482,CUST8482,11920.61,Debit Card,VIP,user7482@yahoo.com,India,INR,2024-03-12 21:00:00
TXN102716,CUST3716,532.15,Crypto,Business,user2716@fraudmail.com,India,INR,2024-01-02 00:00:00
TXN100246,CUST1246,6435.2,Credit Card,Individual,user246@gmail.com,UK,EUR,2024-12-01 10:00:00
TXN104205,CUST5205,2652.06,Net Banking,Individual,user4205@gmail.com,UK,EUR,2024-11-04 23:00:00
TXN104030,CUST5030,9699.92,Net Banking,Individual,user4030,UK,EUR,2024-01-04 18:00:00
TXN104502,CUST5502,11038.36,Credit Card,,user4502@fraudmail.com,India,GBP,2024-06-28 10:00:00
TXN101533,CUST2533,15971.88,Crypto,Unknown,user1533,USA,USD,2024-09-09 04:00:00
TXN100166,CUST1166,10095.42,Debit Card,Unknown,user166@gmail.com,Thailand,THB,2024-08-06 17:00:00
TXN101085,CUST2085,8100.48,UPI,Business,user1085@tempmail.org,Germany,GBP,2024-06-21 22:00:00
TXN107315,CUST8315,3063.07,Credit Card,Business,user7315@fraudmail.com,Germany,GBP,2024-05-13 09:00:00
TXN102722,CUST3722,63443.27,Net Banking,Unknown,user2722@tempmail.org,Germany,INR,2024-10-30 23:00:00
TXN100158,CUST1158,36073.38,Unknown,,user158,Thailand,INR,2024-06-03 00:00:00
TXN107494,CUST8494,15396.59,Unknown,,user7494@gmail.com,India,EUR,2024-09-02 22:00:00
TXN101398,CUST2398,1972.33,Net Banking,,user1398@outlook.com,Thailand,EUR,2024-02-27 21:00:00
TXN104590,CUST5590,2056.26,Net Banking,Individual,user4590@outlook.com,Thailand,USD,2024-05-30 22:00:00
TXN109047,CUST10047,2116.01,Credit Card,,user9047@outlook.com,Germany,EUR,2024-01-31 06:00:00
TXN102944,CUST3944,23662.75,Unknown,,user2944@tempmail.org,UK,USD,2024-07-31 14:00:00
TXN105383,CUST6383,32887.98,Unknown,,user5383@yahoo.com,UK,EUR,2024-07-06 12:00:00
TXN103865,CUST4865,9804.04,Debit Card,Individual,user3865@gmail.com,Thailand,INR,2024-12-24 05:00:00
TXN108207,CUST9207,1251.34,Debit Card,Individual,user8207@outlook.com,Germany,INR,2024-03-13 00:00:00
TXN109931,CUST10931,20914.54,Credit Card,,user9931@fraudmail.com,USA,USD,2024-11-27 12:00:00
TXN102292,CUST3292,1126.9,Crypto,,user2292@outlook.com,Thailand,GBP,2024-11-10 08:00:00
TXN100967,CUST1967,18513.02,Crypto,VIP,user967,India,GBP,2024-03-27 01:00:00
TXN101625,CUST2625,1154.28,Crypto,VIP,user1625@yahoo.com,UK,THB,2024-03-01 00:00:00
TXN103899,CUST4899,1787.31,Unknown,Individual,user3899@outlook.com,Thailand,USD,2024-01-14 02:00:00
TXN100548,CUST1548,3356.38,Crypto,Unknown,user548@fraudmail.com,USA,EUR,2024-10-23 10:00:00
TXN107822,CUST8822,9381.49,UPI,,user7822@outlook.com,India,INR,2024-05-14 00:00:00
TXN101890,CUST2890,19402.54,Crypto,Business,user1890@gmail.com,Thailand,INR,2024-06-26 20:00:00
TXN101622,CUST2622,17571.33,Unknown,VIP,user1622@fraudmail.com,Germany,EUR,2024-04-01 06:00:00
TXN105541,CUST6541,24289.79,Crypto,VIP,user5541@gmail.com,UK,INR,2024-09-05 20:00:00
TXN108498,CUST9498,22257.73,UPI,Unknown,user8498@fraudmail.com,India,THB,2024-06-29 10:00:00
TXN103143,CUST4143,31327.98,Net Banking,Business,user3143@fraudmail.com,USA,THB,2024-10-29 15:00:00
TXN105468,CUST6468,55129.03,Net Banking,Business,user5468@gmail.com,India,EUR,2024-12-21 14:00:00
TXN108295,CUST9295,26774.31,Debit Card,Business,user8295,India,GBP,2024-03-06 13:00:00
TXN106510,CUST7510,9058.18,Credit Card,Unknown,user6510@gmail.com,USA,EUR,2024-10-16 08:00:00
TXN103766,CUST4766,6305.68,Debit Card,Unknown,user3766@fraudmail.com,USA,THB,2024-04-19 01:00:00
TXN102707,CUST3707,48148.93,Debit Card,Business,user2707@outlook.com,Germany,THB,2024-06-22 00:00:00
TXN101218,CUST2218,40432.1,Unknown,,user1218@outlook.com,Thailand,THB,2024-03-18 20:00:00
TXN102594,CUST3594,63079.02,Credit Card,VIP,user2594@tempmail.org,Germany,INR,2024-09-20 01:00:00
TXN101231,CUST2231,1374.37,Credit Card,,user1231@tempmail.org,USA,GBP,2024-03-15 20:00:00
TXN103359,CUST4359,4928.84,Debit Card,,user3359@outlook.com,UK,GBP,2024-02-12 06:00:00
TXN107776,CUST8776,348.23,Unknown,,,India,GBP,2024-12-15 02:00:00
TXN106971,CUST7971,25130.65,Credit Card,VIP,user6971,India,GBP,2024-06-09 23:00:00
TXN102299,CUST3299,36454.2,Net Banking,,user2299@tempmail.org,Germany,GBP,2024-09-19 11:00:00
TXN104567,CUST5567,6129.6,Credit Card,Unknown, ,Germany,THB,2024-08-21 23:00:00
TXN103510,CUST4510,19038.11,Debit Card,Unknown,user3510@gmail.com,UK,THB,2024-07-29 17:00:00
TXN106028,CUST7028,8779.52,Net Banking,Business,user6028@gmail.com,Germany,EUR,2024-01-06 02:00:00
TXN105513,CUST6513,34715.27,Crypto,Unknown,user5513@gmail.com,USA,THB,2024-10-07 17:00:00
TXN103742,CUST4742,7987.89,Unknown,Individual,user3742,USA,USD,2024-07-29 07:00:00
TXN109471,CUST10471,8124.56,Debit Card,VIP,user9471@gmail.com,Germany,GBP,2024-11-03 02:00:00
TXN106552,CUST7552,31897.18,Crypto,Business,user6552@yahoo.com,USA,USD,2024-11-27 20:00:00
TXN102391,CUST3391,83296.25,Net Banking,Individual,user2391,Germany,GBP,2024-04-15 04:00:00
TXN107273,CUST8273,18589.58,Debit Card,Business,user7273@gmail.com,India,GBP,2024-08-23 01:00:00
TXN106748,CUST7748,8953.41,Unknown,,user6748@fraudmail.com,Germany,INR,2024-11-13 22:00:00
TXN109405,CUST10405,4514.7,UPI,Business,user9405@fraudmail.com,Germany,GBP,2024-10-10 13:00:00
TXN103695,CUST4695,41884.29,UPI,,user3695@tempmail.org,UK,INR,2024-05-01 00:00:00
TXN105466,CUST6466,21519.46,Net Banking,VIP,user5466@yahoo.com,UK,INR,2024-01-10 15:00:00
TXN101131,CUST2131,19533.46,Credit Card,VIP,user1131@fraudmail.com,USA,THB,2024-03-13 22:00:00
TXN104925,CUST5925,17480.14,Credit Card,VIP,user4925,UK,INR,2024-05-01 13:00:00
TXN103134,CUST4134,3372.16,Net Banking,, ,India,THB,2024-01-07 08:00:00
TXN109393,CUST10393,15347.06,Crypto,VIP,user9393@fraudmail.com,USA,EUR,2024-10-17 15:00:00
TXN106684,CUST7684,2256.26,UPI,,user6684,UK,THB,2024-02-20 20:00:00
TXN103996,CUST4996,3900.69,Crypto,VIP,user3996@fraudmail.com,USA,GBP,2024-06-25 23:00:00
TXN109551,CUST10551,10331.19,UPI,VIP,user9551@outlook.com,India,GBP,2024-07-21 13:00:00
TXN104565,CUST5565,4489.84,Net Banking,Unknown,user4565@yahoo.com,USA,USD,2024-03-02 00:00:00
TXN101485,CUST2485,22261.81,Unknown,VIP,user1485@yahoo.com,UK,USD,2024-08-22 15:00:00
TXN100461,CUST1461,6331.48,Crypto,Individual,user461@fraudmail.com,India,EUR,2024-07-25 02:00:00
TXN103575,CUST4575,6248.41,Net Banking,Business,user3575,Thailand,EUR,2024-05-31 21:00:00
TXN109024,CUST10024,161892.92,Crypto,VIP,user9024@outlook.com,Thailand,USD,2024-12-22 18:00:00
TXN102621,CUST3621,33811.13,Crypto, ,user2621@outlook.com,India,THB,2024-01-15 22:00:00
TXN108609,CUST9609,2436.34,Unknown,Business,user8609@fraudmail.com,India,USD,2024-11-12 23:00:00
TXN101136,CUST2136,19013.91,Unknown,Unknown,user1136@gmail.com,USA,THB,2024-10-02 09:00:00
TXN109803,CUST10803,15828.71,UPI,,user9803,UK,INR,2024-02-13 18:00:00
TXN108774,CUST9774,10888.7,Debit Card,Unknown,user8774,Germany,INR,2024-03-31 19:00:00
TXN108768,CUST9768,13238.36,UPI, ,user8768@yahoo.com,Thailand,GBP,2024-08-17 01:00:00
TXN106572,CUST7572,6791.77,UPI,Business,user6572@yahoo.com,UK,USD,2024-07-30 21:00:00
TXN109689,CUST10689,9912.19,UPI,Unknown,user9689@yahoo.com,UK,THB,2024-09-29 11:00:00
TXN104564,CUST5564,5201.38,Debit Card,VIP,user4564,Germany,USD,2024-02-19 16:00:00
TXN106071,CUST7071,51136.57,UPI,,user6071@gmail.com,UK,GBP,2024-03-06 04:00:00
TXN103197,CUST4197,5767.34,Debit Card,VIP,user3197@tempmail.org,India,EUR,2024-02-11 15:00:00
TXN107733,CUST8733,4633.13,Debit Card,VIP,user7733@gmail.com,India,INR,2024-11-17 23:00:00
TXN102528,CUST3528,6052.58,Unknown,Unknown,user2528@fraudmail.com,Thailand,USD,2024-02-29 15:00:00
TXN109174,CUST10174,560.09,Unknown,,user9174@tempmail.org,UK,INR,2024-10-05 04:00:00
TXN104503,CUST5503,37909.5,Crypto,Individual,user4503@yahoo.com,UK,USD,2024-04-26 15:00:00
TXN105178,CUST6178,5474.01,Crypto,Individual,user5178@outlook.com,UK,INR,2024-02-14 11:00:00
TXN106494,CUST7494,555.04,Net Banking,Business,user6494@outlook.com,Thailand,INR,2024-12-29 07:00:00
TXN101983,CUST2983,38366.23,Unknown,Business,user1983@yahoo.com,Germany,THB,2024-04-12 13:00:00
TXN105039,CUST6039,23837.32,Crypto,Business,user5039@fraudmail.com,USA,INR,2024-01-25 20:00:00
TXN109562,CUST10562,29626.94,Unknown,Individual,user9562,Germany,EUR,2024-02-09 02:00:00
TXN108421,CUST9421,1563.4,Debit Card,Individual,user8421@gmail.com,UK,GBP,2024-08-18 00:00:00
TXN106927,CUST7927,20375.09,Unknown,,user6927,USA,EUR,2024-05-07 13:00:00
TXN105246,CUST6246,16040.83,Crypto,,user5246@outlook.com,Germany,INR,2024-05-13 09:00:00
TXN107551,CUST8551,42441.24,Net Banking,Unknown,user7551@fraudmail.com,India,GBP,2024-09-25 17:00:00
TXN109577,CUST10577,2121.54,Crypto,Unknown,user9577@tempmail.org,India,GBP,2024-10-20 07:00:00
TXN109584,CUST10584,9281.57,Credit Card,Unknown,user9584@tempmail.org,Thailand,USD,2024-07-08 22:00:00
TXN101248,CUST2248,16878.6,Unknown,Unknown,user1248@outlook.com,UK,THB,2024-02-23 18:00:00
TXN105648,CUST6648,22413.96,UPI,,user5648@gmail.com,Thailand,EUR,2024-10-18 13:00:00
TXN105675,CUST6675,3729.03,Unknown,VIP,user5675@yahoo.com,UK,INR,2024-11-15 18:00:00
TXN102973,CUST3973,85012.53,Unknown,,user2973@yahoo.com,India,THB,2024-07-30 21:00:00
TXN104498,CUST5498,15011.68,Crypto,VIP,,Germany,INR,2024-01-13 10:00:00
TXN102598,CUST3598,2149.27,Net Banking,Unknown,,Germany,GBP,2024-02-02 17:00:00
TXN107977,CUST8977,13702.69,UPI,Individual, ,Thailand,USD,2024-08-06 09:00:00
TXN104738,CUST5738,22319.62,UPI,Business,user4738@gmail.com,Thailand,INR,2024-10-14 05:00:00
TXN100823,CUST1823,2631.94,Debit Card,,user823@fraudmail.com,UK,INR,2024-04-30 18:00:00
TXN100274,CUST1274,10933.75,Net Banking,Unknown,user274@yahoo.com,Thailand,GBP,2024-01-30 03:00:00
TXN104997,CUST5997,20251.67,UPI,VIP,user4997@tempmail.org,Germany,THB,2024-09-05 17:00:00
TXN100073,CUST1073,19071.6,Crypto,Business,user73,USA,EUR,2024-10-27 08:00:00
TXN105431,CUST6431,21337.47,Crypto,,user5431@gmail.com,USA,GBP,2024-12-27 05:00:00
TXN100551,CUST1551,16400.3,UPI,,user551@outlook.com,Thailand,THB,2024-12-22 05:00:00
TXN108986,CUST9986,22089.04,UPI,Business,,UK,USD,2024-07-25 08:00:00
TXN102723,CUST3723,4886.42,Crypto,,user2723,Thailand,EUR,2024-12-15 16:00:00
TXN109669,CUST10669,6596.43,Unknown,VIP,user9669@yahoo.com,Thailand,GBP,2024-01-25 19:00:00
TXN102295,CUST3295,20205.14,Debit Card,,user2295@gmail.com,USA,INR,2024-04-14 08:00:00
TXN107284,CUST8284,18725.79,Net Banking,Individual,user7284@tempmail.org,USA,USD,2024-12-30 00:00:00
TXN109722,CUST10722,27679.5,Debit Card,,user9722@outlook.com,Germany,USD,2024-11-28 14:00:00
TXN109510,CUST10510,69282.45,UPI,,user9510,USA,GBP,2024-01-24 05:00:00
TXN104200,CUST5200,38570.32,Crypto,Individual,user4200@fraudmail.com,Thailand,USD,2024-01-06 04:00:00
TXN103164,CUST4164,15795.19,Net Banking,Business,user3164,Germany,EUR,2024-03-20 07:00:00
TXN107365,CUST8365,13753.53,UPI,,user7365@gmail.com,Thailand,USD,2024-07-24 02:00:00
TXN109708,CUST10708,5633.58,Credit Card,,user9708,USA,THB,2024-11-30 15:00:00
TXN107473,CUST8473,9029.87,Net Banking,Individual,user7473@outlook.com,USA,EUR,2024-06-19 03:00:00
TXN107695,CUST8695,21802.56,Debit Card,,user7695@gmail.com,India,USD,2024-06-20 04:00:00
TXN105783,CUST6783,13405.49,Credit Card,Individual,user5783,UK,EUR,2024-03-26 04:00:00
TXN106795,CUST7795,11220.78,Crypto,Individual,user6795@fraudmail.com,UK,THB,2024-02-04 07:00:00
TXN106476,CUST7476,31126.49,UPI,VIP,user6476@fraudmail.com,Thailand,THB,2024-08-26 08:00:00
TXN104313,CUST5313,41383.36,Net Banking,Business,user4313@yahoo.com,UK,USD,2024-12-27 17:00:00
TXN104362,CUST5362,52090.58,Net Banking,,user4362@fraudmail.com,Germany,USD,2024-06-10 03:00:00
TXN109164,CUST10164,3323.09,UPI,VIP,user9164,Germany,USD,2024-04-11 04:00:00
TXN105987,CUST6987,66037.21,UPI,VIP,user5987@tempmail.org,India,EUR,2024-10-25 18:00:00
TXN107970,CUST8970,11452.93,UPI,,user7970@gmail.com,India,GBP,2024-04-12 16:00:00
TXN108199,CUST9199,2155.34,UPI,Business,user8199@gmail.com,Thailand,INR,2024-06-02 11:00:00
TXN107785,CUST8785,12877.81,Debit Card,Individual,user7785@gmail.com,Germany,GBP,2024-07-15 21:00:00
TXN103672,CUST4672,11728.17,Crypto,,user3672@fraudmail.com,UK,USD,2024-01-28 02:00:00
TXN105048,CUST6048,445.71,Unknown,Unknown,user5048,USA,EUR,2024-12-18 08:00:00
TXN100873,CUST1873,44338.28,Net Banking,Business,user873@tempmail.org,UK,GBP,2024-06-03 23:00:00
TXN101489,CUST2489,20701.13,UPI,Business,user1489@yahoo.com,Germany,EUR,2024-01-23 01:00:00
TXN109671,CUST10671,8618.74,Crypto,,user9671@outlook.com,USA,INR,2024-01-31 10:00:00
TXN101007,CUST2007,1674.96,Credit Card,Business,user1007@gmail.com,India,THB,2024-09-13 06:00:00
TXN107096,CUST8096,9069.07,Credit Card,Individual,user7096,Germany,EUR,2024-07-03 00:00:00
TXN101750,CUST2750,5796.33,Credit Card,,user1750@gmail.com,India,INR,2024-05-20 14:00:00
TXN103329,CUST4329,16779.13,Unknown,Business,user3329@gmail.com,Thailand,EUR,2024-06-21 10:00:00
TXN108823,CUST9823,11447.38,Unknown,Business,user8823@outlook.com,India,THB,2024-02-19 12:00:00
TXN107571,CUST8571,28809.64,Net Banking,Unknown,user7571@yahoo.com,India,INR,2024-07-08 23:00:00
TXN102874,CUST3874,34642.91,UPI,Business,user2874@yahoo.com,India,THB,2024-06-05 04:00:00
TXN102152,CUST3152,9966.48,UPI,,user2152@outlook.com,India,GBP,2024-08-10 19:00:00
TXN107791,CUST8791,2944.53,Crypto,,user7791@yahoo.com,Thailand,INR,2024-04-07 07:00:00
TXN104970,CUST5970,59884.6,Crypto,Individual,user4970@outlook.com,Thailand,EUR,2024-01-26 15:00:00
TXN102366,CUST3366,2462.51,Crypto,Individual,user2366,Thailand,THB,2024-11-24 08:00:00
TXN104815,CUST5815,5961.81,Crypto,Business,user4815,Thailand,USD,2024-12-01 12:00:00
TXN102340,CUST3340,9601.59,Credit Card, ,user2340@outlook.com,Germany,INR,2024-07-16 13:00:00
TXN108099,CUST9099,19055.59,UPI,,user8099@outlook.com,Germany,INR,2024-01-31 14:00:00
TXN101891,CUST2891,34238.35,Unknown,Individual,user1891@outlook.com,Germany,EUR,2024-01-28 23:00:00
TXN109299,CUST10299,16876.83,Net Banking,Unknown,user9299@gmail.com,USA,EUR,2024-08-28 15:00:00
TXN106146,CUST7146,4205.72,Debit Card,Individual,user6146@outlook.com,Thailand,EUR,2024-03-07 16:00:00
TXN108716,CUST9716,36035.59,UPI,Unknown,user8716@outlook.com,UK,THB,2024-11-29 08:00:00
TXN106253,CUST7253,52854.89,UPI,Unknown,user6253@gmail.com,UK,THB,2024-02-01 23:00:00
TXN106887,CUST7887,3219.55,Credit Card,,user6887@gmail.com,Thailand,THB,2024-04-23 23:00:00
TXN105650,CUST6650,15376.87,Debit Card,Individual,,UK,EUR,2024-08-27 19:00:00
TXN105836,CUST6836,716.39,Credit Card,Unknown,user5836@outlook.com,Germany,EUR,2024-10-02 06:00:00
TXN103714,CUST4714,5544.05,Crypto,,user3714,Thailand,INR,2024-02-17 13:00:00
TXN104814,CUST5814,77645.14,Unknown,,user4814@tempmail.org,Thailand,EUR,2024-08-22 06:00:00
TXN100881,CUST1881,14680.2,Crypto,Business,user881,USA,INR,2024-02-03 01:00:00
TXN108219,CUST9219,31153.62,Unknown,,user8219@gmail.com,India,EUR,2024-09-15 20:00:00
